frame,seconds,phase,engine_frame_ms,COO.ZoneRenderer.LateUpdate,COO.Input.Update,Main Thread,GC Allocated In Frame,Draw Calls Count,Triangles Count,SetPass Calls Count,Render Textures Count,Render Textures Bytes,Texture Memory,GPU Frame Time
94,0.267781,idle,2.828047,918417,15000,2866375,29293,140,7879,150,43,177562876,286778457,713250
95,0.270175,idle,2.426120,853583,8500,2492709,29421,140,7879,150,43,177562876,286778457,1219124
96,0.272926,idle,2.698214,838500,6166,2672208,29357,140,7879,150,43,177562876,286778457,815750
97,0.275777,idle,2.872038,868458,8292,2838083,29293,140,7879,150,43,177562876,286778457,709458
98,0.278258,idle,2.484999,854208,8709,2499500,29421,140,7879,150,43,177562876,286778457,719458
99,0.280824,idle,2.600709,851125,7917,2615209,29357,140,7879,150,43,177562876,286778457,721791
100,0.283740,idle,2.914711,810291,7167,2876875,29293,140,7879,150,43,177562876,286778457,703749
101,0.286234,idle,2.466001,811625,9333,2516416,29421,140,7879,150,43,177562876,286778457,726208
102,0.289187,idle,2.881123,850375,7958,2735334,29357,140,7879,150,43,177562876,286778457,720458
103,0.293025,idle,3.834503,886167,10834,3821167,29293,140,7879,150,43,177562876,286778457,701750
104,0.295939,idle,2.938209,883166,16041,2854125,29421,140,7879,150,43,177562876,286778457,719583
105,0.298716,idle,2.587705,863625,11375,2675459,29357,139,7877,150,43,177562876,286778457,725249
106,0.301555,idle,3.040916,1007416,20417,3080625,29293,139,7877,150,43,177562876,286778457,706999
107,0.304783,idle,3.175999,862750,8125,3083334,29421,139,7877,150,43,177562876,286778457,976041
108,0.307708,idle,2.799589,855833,20417,2852292,29357,139,7877,150,43,177562876,286778457,737875
109,0.310510,idle,2.999957,1027625,11791,3040584,29485,139,7877,150,43,177562876,286778457,709083
110,0.313143,idle,2.589746,859667,7708,2618666,29421,139,7877,150,43,177562876,286778457,758833
111,0.316166,idle,2.953458,893500,10166,2635292,29357,139,7877,150,43,177562876,286778457,879458
112,0.318847,idle,2.820833,917459,13875,3134583,29293,139,7877,150,43,177562876,286778457,725624
113,0.321837,idle,2.726254,835833,7791,2632833,29421,139,7877,150,43,177562876,286778457,1331333
114,0.325399,idle,3.658411,961459,25125,3562250,29357,139,7877,150,43,177562876,286778457,851374
115,0.328062,idle,2.828876,925708,15958,2974500,29293,139,7877,150,43,177562876,286778457,715000
116,0.330991,idle,2.894374,823791,10417,2865875,29421,139,7877,150,43,177562876,286778457,1226874
117,0.333918,idle,2.922959,858292,9292,2936000,29357,139,7877,150,43,177562876,286778457,721083
118,0.336612,idle,2.558128,862917,10209,2587041,29293,139,7877,150,43,177562876,286778457,713375
119,0.339530,idle,3.086664,999916,11208,3015042,29421,139,7877,150,43,177562876,286778457,718000
120,0.342820,idle,3.228210,825583,10084,3225958,29357,139,7877,150,43,177562876,286778457,717750
121,0.345138,idle,2.422711,854000,10667,2532458,29293,139,7877,150,43,177562876,286778457,749749
122,0.347890,idle,2.708872,804625,7417,2638291,29421,139,7877,150,43,177562876,286778457,715625
123,0.350934,idle,2.961210,829042,8584,2911167,29357,139,7877,150,43,177562876,286778457,718791
124,0.353395,idle,2.544792,885541,11875,2634250,29293,139,7877,150,43,177562876,286778457,778583
125,0.356229,idle,2.818750,842375,8584,2783125,29421,139,7877,150,43,177562876,286778457,719125
126,0.359063,idle,2.804330,837750,12000,2742291,29357,139,7877,150,43,177562876,286778457,720125
127,0.361489,idle,2.471797,860583,13292,2569834,29293,139,7877,150,43,177562876,286778457,722583
128,0.364349,idle,2.786834,843292,7542,2685041,29421,139,7877,150,43,177562876,286778457,714750
129,0.367308,idle,2.980208,886166,12083,2921500,29357,139,7877,150,43,177562876,286778457,720416
130,0.370353,idle,3.077083,875833,11459,3182459,39669,139,7877,150,43,177562876,286778457,719916
131,0.373985,idle,3.386749,811625,9250,3328459,38093,139,7877,150,43,177562876,286778457,718374
132,0.377129,idle,3.376623,1066000,15583,3428250,37593,140,7879,150,43,177562876,286778457,722583
133,0.379723,idle,2.519331,838750,15583,2576334,29293,140,7879,150,43,177562876,286778457,76208
134,0.382770,idle,2.917460,951333,7875,2676541,29421,140,7879,150,43,177562876,286778457,794999
135,0.385298,idle,2.787082,955542,28458,2984750,29357,140,7879,150,43,177562876,286778457,817458
136,0.387797,idle,2.417212,821917,7875,2421000,29293,140,7879,150,43,177562876,286778457,1936083
137,0.390970,idle,3.015745,895250,7416,2876458,29421,140,7879,150,43,177562876,286778457,875791
138,0.393663,idle,2.829124,956750,13875,2889917,29357,140,7879,150,43,177562876,286778457,735749
139,0.397006,idle,3.296840,899667,11042,3211833,29293,140,7879,150,43,177562876,286778457,1232333
140,0.400289,idle,3.327331,905208,20542,3338125,29421,140,7879,150,43,177562876,286778457,849083
141,0.403050,idle,2.737918,858459,17250,2780709,29357,140,7879,150,43,177562876,286778457,764250
142,0.405911,idle,2.957667,905625,10458,2965584,29345,140,7879,150,43,177562876,286778457,713000
143,0.409043,idle,3.056413,847583,8000,3015583,29421,140,7879,150,43,177562876,286778457,720374
144,0.411643,idle,2.676212,891208,11166,2769000,29357,140,7879,150,43,177562876,286778457,766583
145,0.414527,idle,2.852835,852208,7500,2783208,29293,140,7879,150,43,177562876,286778457,713458
146,0.417612,idle,3.065327,860250,9250,3031500,29421,140,7879,150,43,177562876,286778457,710750
147,0.420518,idle,2.772421,881917,10500,2829917,29357,140,7879,150,43,177562876,286778457,728999
148,0.423176,idle,2.724249,929541,18333,2795666,29293,140,7879,150,43,177562876,286778457,714499
149,0.426126,idle,3.002253,954583,11125,2869833,29421,140,7879,150,43,177562876,286778457,712250
150,0.428667,idle,2.600496,892625,11167,2659875,29357,140,7879,150,43,177562876,286778457,1206625
151,0.431379,idle,2.682752,856083,9250,2687875,29293,140,7879,150,43,177562876,286778457,726874
152,0.434213,idle,2.843459,873125,7541,2822709,29421,140,7879,150,43,177562876,286778457,714500
