phase,unityFrame,seconds,EnvSprites_ns,ZoneRenderer_ns,InputIdle_ns,MainThread_ns,GC_bytes
0,387,6.9767068750000014,0,82041,41,16716208,157149
0,388,6.9934211250000011,0,79667,41,16607750,143387
0,389,7.010122415999998,0,79667,42,16640833,157349
0,390,7.0268126250000016,0,121583,84,16652167,170911
0,391,7.0434409999999978,0,85375,42,16702042,157149
0,392,7.060054166000004,0,82625,83,16578833,172265
0,393,7.0767903330000017,0,117291,41,16743125,157149
0,394,7.0934879580000008,0,79709,0,16607958,143439
0,395,7.1101382910000019,0,87916,83,16584708,157349
0,396,7.126831916000004,0,107500,0,16788916,157149
0,397,7.14351375,0,106875,42,16715875,157149
0,398,7.1600374999999978,0,81166,84,16535584,157149
0,399,7.176839333,0,85500,0,16728041,157149
0,400,7.1934433330000012,0,91916,42,16624416,157149
0,401,7.2101797080000019,0,80708,0,16767792,186227
0,402,7.2268478329999972,0,82125,42,16463125,184673
0,403,7.243379375,0,82584,42,16676084,170911
0,404,7.2601307080000019,0,99250,41,16675333,184673
0,405,7.2767491659999983,0,77417,42,16729792,157149
0,406,7.2936044999999972,0,83375,41,16752875,170963
0,407,7.3099442909999972,0,93500,41,16471292,171111
0,408,7.3266604999999991,0,77916,42,16692292,184673
0,409,7.3433730000000033,0,83958,42,16587083,170911
0,410,7.360881916,0,98125,84,17249583,192759
0,411,7.3768339159999989,0,80292,209,16297625,150417
0,412,7.3933708330000023,0,83000,42,16403333,157149
0,413,7.4099949580000022,0,83042,42,16653583,171111
0,414,7.426816833,0,87709,42,16851417,157149
0,415,7.4433577500000006,0,123458,0,16578166,184673
0,416,7.4599760000000011,0,87334,125,16622542,184673
0,417,7.4767164999999984,0,83041,41,16681084,143387
0,418,7.4934414999999994,0,84708,42,16684500,184725
0,419,7.5106082500000007,0,115166,84,16969667,179197
0,420,7.5266601660000028,0,80042,167,16253583,177941
0,421,7.5435609160000006,0,86125,42,16793583,184673
0,422,7.560152083000002,0,85250,125,16633750,143387
0,423,7.5769480409999979,0,80625,125,16582583,170911
0,424,7.5935508750000018,0,89417,0,16634000,170911
0,425,7.6100050830000008,0,91750,83,16711334,157349
0,426,7.626884540999999,0,80625,42,16863209,170911
0,427,7.6432918330000028,0,78167,0,16387208,170911
0,428,7.6605991660000008,0,122250,42,16854958,170911
0,429,7.6768264579999972,0,74500,42,16690375,158503
0,430,7.6935550830000032,0,78208,250,16647792,157201
0,431,7.71035925,0,78542,42,16632417,157349
0,432,7.7268099160000041,0,86916,42,16600000,157149
0,433,7.7434850829999995,0,80834,42,16652875,157149
0,434,7.7600971659999978,0,94166,0,16650291,143387
0,435,7.7769115000000006,0,89750,0,16728459,170911
0,436,7.7935637500000006,0,87792,41,16601291,157149
0,437,7.8108017499999995,0,96917,83,16718125,157349
0,438,7.8268002500000016,0,82167,83,16502792,158503
0,439,7.8435182909999988,0,81500,42,16776667,170911
0,440,7.8605277080000029,0,81333,0,16767292,143387
0,441,7.876798208,0,94916,42,16504583,129625
0,442,7.89363475,0,86375,83,16702958,170963
0,443,7.9102429580000013,0,107750,42,16646417,143587
0,444,7.9269793749999984,0,79000,42,16644333,157149
0,445,7.9434188750000025,0,109542,41,16655875,129625
0,446,7.9601074579999995,0,78042,41,16690334,170911
0,447,7.9770034999999986,0,91250,83,16705167,158503
0,448,7.9935496250000035,0,83500,42,16599500,157149
0,449,8.0104656249999984,0,82125,42,16783708,143587
0,450,8.026727583,0,84834,0,16444208,170911
0,451,8.043787958,0,94333,0,17007958,170911
0,452,8.059993041000002,0,96334,42,16318375,170911
0,453,8.0768531660000029,0,77875,0,16780750,170911
0,454,8.0933199579999986,0,84125,41,16549875,170963
0,455,8.1099876249999987,0,89166,0,16696208,184873
0,456,8.1267948330000017,0,87792,42,16655084,186027
0,457,8.1433430409999978,0,94500,0,16680750,170911
0,458,8.160051124999999,0,124291,42,16656292,184673
0,459,8.1769275410000013,0,101625,42,16825791,170911
0,460,8.1934543749999982,0,78875,0,16450083,170911
0,461,8.2102699999999977,0,82166,42,16802958,171111
0,462,8.227001583,0,87000,41,16659583,157149
0,463,8.243628333,0,90125,0,16451166,170911
0,464,8.2600739580000031,0,100292,42,16823209,143387
0,465,8.276825290999998,0,109542,0,16569958,186027
0,466,8.2935375829999991,0,109958,42,16783375,157201
0,467,8.3101849580000042,0,93750,0,16599916,143587
0,468,8.3268550830000017,0,81083,0,16701792,157149
0,469,8.3434496250000016,0,77625,42,16581292,170911
0,470,8.3600650410000021,0,117125,42,16613500,170951
0,471,8.3767429579999977,0,97791,42,16805417,157149
0,472,8.3935945000000025,0,100542,42,16639875,157149
0,473,8.4099526659999988,0,106792,41,16539125,171111
0,474,8.4267442079999988,0,94667,42,16757958,172265
0,475,8.4436275410000015,0,79333,83,16731917,170911
0,476,8.4600797910000018,0,86042,83,16520208,157149
0,477,8.4770136250000014,0,83292,41,16734875,157149
0,478,8.4938347079999978,0,84375,41,16701167,157201
0,479,8.5103083749999975,0,95291,42,16733125,116063
0,480,8.5268960000000042,0,80917,42,16529959,157149
0,481,8.5435883329999989,0,96584,42,16845333,143387
0,482,8.560190541,0,80542,42,16512250,157149
0,483,8.5768299999999975,0,91291,0,16650375,172265
0,484,8.5935201660000011,0,88833,42,16657000,157149
0,485,8.6101008750000041,0,87584,0,16695791,157349
0,486,8.6268236250000037,0,77792,41,16606250,157149
0,487,8.64350525,0,87667,41,16698291,157149
0,488,8.660239416,0,89375,0,16655458,157149
0,489,8.6769298750000026,0,81834,41,16678500,157149
0,490,8.6939338750000026,0,86458,42,16874000,143439
0,491,8.710246541,0,87333,0,16501208,129825
0,492,8.727093041,0,118583,0,16483625,172265
0,493,8.743342916,0,95292,42,16679292,157149
0,494,8.7600615829999988,0,82666,42,16667167,143387
0,495,8.7768518329999985,0,84250,0,16856792,157149
0,496,8.7935334580000024,0,80166,41,16574875,157149
0,497,8.8101692909999976,0,84750,84,16553750,143587
0,498,8.8269336249999988,0,111625,0,16753709,157149
0,499,8.843431791000004,0,79958,41,16596333,143387
0,500,8.8600492080000031,0,84916,0,16679084,157149
0,501,8.8766440000000024,0,84583,83,16579333,172265
0,502,8.8934174579999983,0,85084,0,16713458,143439
0,503,8.9101877079999987,0,79708,83,16690375,157349
0,504,8.9270006250000016,0,144041,41,16704917,157149
0,505,8.943470125000001,0,85333,42,16596833,143387
0,506,8.960066125,0,91250,292,16676625,157149
0,507,8.9768865829999989,0,82166,42,16746750,157149
0,508,8.9934881250000025,0,82083,41,16632291,157149
0,509,9.0101616659999983,0,88666,42,16653417,157349
0,510,9.0268990000000038,0,86417,83,16702250,144741
0,511,9.0434452910000012,0,83542,42,16607834,157149
0,512,9.0600342909999974,0,83375,41,16650792,157149
0,513,9.076805666000002,0,76500,0,16587833,170911
0,514,9.093648458,0,84167,42,16731000,157201
0,515,9.1101548750000028,0,89959,83,16645708,157349
0,516,9.1267541250000015,0,120709,42,16627958,157149
0,517,9.143562958,0,91208,41,16762875,157149
0,518,9.160028375,0,81667,41,16540209,157149
0,519,9.1768712079999979,0,84667,42,16652375,158503
0,520,9.1934581660000028,0,112166,0,16752917,157149
0,521,9.210080875,0,78875,0,16660917,157349
0,522,9.226868249999999,0,77708,84,16638000,157149
0,523,9.2435585829999987,0,92916,42,16816042,143387
0,524,9.2603040000000014,0,79750,41,16538916,157149
0,525,9.2770277499999985,0,85458,41,16626792,157149
0,526,9.2934675410000018,0,86250,41,16660583,143439
0,527,9.3100664160000015,0,84083,42,16635667,171111
0,528,9.3266373330000043,0,81083,42,16580042,158503
0,529,9.3432958330000027,0,115333,0,16729042,143387
0,530,9.3601187910000014,0,78541,42,16702459,170911
0,531,9.376840833,0,80125,42,16647583,170911
0,532,9.3934243749999986,0,80167,42,16673959,157149
0,533,9.4099889580000031,0,82666,41,16652542,157349
0,534,9.4267914160000039,0,78000,42,16698584,170911
0,535,9.4434645829999972,0,77458,41,16607458,170911
0,536,9.4601085,0,118791,42,16673250,175283
0,537,9.4767431660000021,0,84708,42,16581667,172265
0,538,9.493488916,0,87416,41,16753708,170963
0,539,9.5101585,0,120791,42,16634625,157349
0,540,9.5268244580000037,0,85916,41,16665958,157149
0,541,9.5434195410000022,0,79875,42,16642292,170911
0,542,9.5601004160000009,0,111500,42,16657458,157149
0,543,9.576726458,0,97125,83,16604458,157149
0,544,9.593481541,0,101125,0,16746208,157149
0,545,9.610037791,0,79166,83,16647208,157349
0,546,9.6265909160000014,0,82458,41,16434542,172265
0,547,9.643357958,0,82375,41,16873959,170911
0,548,9.6600572080000013,0,80833,83,16656375,170911
0,549,9.6770952910000041,0,76750,42,16678792,170911
0,550,9.6934794580000023,0,117291,0,16650792,157201
0,551,9.7101320409999978,0,107833,41,16699834,157349
0,552,9.7267589580000013,0,91209,41,16643834,157149
0,553,9.7435131250000033,0,85791,0,16609750,157149
0,554,9.7601463750000015,0,84292,83,16698250,157149
0,555,9.7768572500000026,0,84875,42,16713625,158503
0,556,9.793447083,0,92792,42,16544750,157149
0,557,9.8101141660000017,0,90792,42,16725166,157349
0,558,9.826765708,0,87458,42,16651291,157149
0,559,9.8434185829999983,0,92041,41,16627292,157149
0,560,9.86009125,0,95875,0,16672458,157149
0,561,9.8767117910000017,0,94917,0,16630709,157149
0,562,9.893668875,0,115833,0,16728917,157149
0,563,9.909626833,0,90542,41,16077375,157401
0,564,9.927185791000003,0,121000,0,17231666,172265
0,565,9.9436785830000041,0,110041,0,16647792,157149
0,566,9.9599760000000011,0,83042,41,16625875,143387
0,567,9.9768338330000041,0,77083,0,16761500,157149
0,568,9.9935650830000036,0,74958,42,16601792,143387
0,569,10.010119249999999,0,77125,41,16717041,157349
0,570,10.026697041000002,0,77417,83,16586875,157149
0,571,10.043430041000004,0,78334,0,16719625,157149
0,572,10.060089875,0,74625,41,16630583,170911
0,573,10.076777957999997,0,89875,42,16699959,186027
0,574,10.093595957999998,0,77166,84,16702375,129625
0,575,10.110131040999999,0,77750,42,16555875,157401
0,576,10.126900166000002,0,84542,42,16600417,157149
0,577,10.143468833000004,0,82708,125,16680792,157149
0,578,10.159998375000004,0,83875,41,16672791,157149
0,579,10.176761041000002,0,86167,42,16660791,157149
0,580,10.193539916000002,0,91667,83,16697834,157149
0,581,10.210095499999998,0,79583,42,16599333,157349
0,582,10.227057124999998,0,80875,42,16881166,186027
0,583,10.243757499999997,0,86041,42,16617167,143387
0,584,10.260260165999998,0,81959,0,16481625,143387
0,585,10.276932958,0,86625,41,16699125,157149
0,586,10.293476375000001,0,85167,42,16550666,143387
0,587,10.310269875,0,91791,125,16705583,157401
0,588,10.32684025,0,84292,0,16690084,157149
0,589,10.343560041,0,83666,166,16602791,157149
0,590,10.359987874999998,0,85083,42,16643375,143387
0,591,10.377484875000004,0,73917,41,17109583,165235
0,592,10.393574125000004,0,85500,84,16298875,150417
0,593,10.410340000000001,0,92083,42,16735667,157349
0,594,10.426856125000004,0,80875,41,16575625,157149
0,595,10.443547916000004,0,82875,83,16668333,157149
0,596,10.460136207999998,0,86750,41,16651500,157149
0,597,10.476936916000003,0,80500,42,16707000,157149
0,598,10.493536958000004,0,85208,41,16694375,157149
0,599,10.510064582999998,0,82000,42,16576709,157401
0,600,10.527134749999998,0,92708,84,16673666,157149
0,601,10.543366375000002,0,77416,41,16676167,158503
0,602,10.560152249999998,0,87708,42,16633791,157149
0,603,10.576710791,0,95625,41,16603625,157149
0,604,10.593475375,0,83250,41,16697875,157149
0,605,10.610125999999998,0,104875,42,16672875,157349
0,606,10.626827375000001,0,118333,41,16703375,157149
0,607,10.643433958,0,79041,83,16667250,157149
0,608,10.660408,0,78333,41,16549875,157149
0,609,10.677557875000002,0,96917,41,16656667,157149
0,610,10.693367541000004,0,89000,41,16647709,144741
0,611,10.710129040999998,0,117917,0,16730583,157401
0,612,10.726763458000004,0,82334,42,16709292,157149
0,613,10.743377374999998,0,78500,83,16589625,157149
0,614,10.760041541000003,0,81375,41,16649792,157149
0,615,10.776812041000003,0,116417,0,16704916,157149
0,616,10.793486666000003,0,76333,42,16679625,157149
0,617,10.809970666000002,0,83541,0,16596250,157349
0,618,10.826776540999997,0,90083,41,16709792,157149
0,619,10.843461375,0,77750,42,16661667,158503
0,620,10.860257,0,99292,42,16644834,157149
0,621,10.876913666000004,0,128000,0,16639750,157149
0,622,10.893555457999998,0,83833,42,16578625,157149
0,623,10.910416958000003,0,99500,0,16848458,157401
0,624,10.926815874999999,0,127916,42,16489167,143387
0,625,10.943549833000002,0,123625,41,16719083,143387
0,626,10.960186083,0,132417,41,16675041,157149
0,627,10.976830666000001,0,84417,41,16651375,143387
0,628,10.993451500000003,0,119791,0,16651916,158503
0,629,11.010225833000003,0,101583,42,16678875,166033
0,630,11.026831124999998,0,94042,42,16677000,157149
0,631,11.043494415999998,0,84583,41,16661000,157149
0,632,11.060152541000004,0,83292,84,16715334,143387
0,633,11.076780833000004,0,79417,41,16549792,157149
0,634,11.093694916,0,83625,42,16702291,143387
0,635,11.109950125000001,0,85584,84,16544083,143639
0,636,11.127116416000003,0,84833,41,16919958,170911
0,637,11.143487582999999,0,84417,0,16537083,158503
0,638,11.160264708000003,0,116458,41,16677709,157149
0,639,11.176764875,0,86333,0,16664125,157149
0,640,11.193566208000004,0,83417,42,16617041,157149
0,641,11.210059875000002,0,84250,42,16690250,157349
0,642,11.226784374999998,0,77792,0,16560750,157149
0,643,11.243472166,0,86167,125,16755250,157149
0,644,11.260183041000001,0,99458,41,16575709,157149
0,645,11.276938916000002,0,86167,0,16862541,143387
0,646,11.293447041000004,0,83792,42,16461250,158503
0,647,11.310162166000001,0,103833,42,16726375,157401
0,648,11.326870625000002,0,97792,41,16650083,157149
0,649,11.343411499999998,0,82708,42,16650542,157149
0,650,11.359991083,0,86375,41,16579791,157189
0,651,11.376876499999998,0,87875,83,16777333,157149
0,652,11.393502458000004,0,86875,42,16651584,157149
0,653,11.410204707999998,0,83250,125,16595125,143587
0,654,11.427063083000004,0,91792,125,16710459,157149
0,655,11.443278457999998,0,101583,42,16496917,158503
0,656,11.460080082999998,0,90750,41,16805916,170911
0,657,11.476815040999998,0,126584,84,16713417,170911
0,658,11.493575332999999,0,87834,83,16639917,157149
0,659,11.510166583000004,0,82375,42,16623000,157401
0,660,11.526758416000003,0,84167,42,16627666,157149
0,661,11.543449708,0,92292,0,16724292,157149
0,662,11.560105832999998,0,98875,41,16652834,157149
0,663,11.576864957999998,0,87708,83,16654500,157149
0,664,11.593608,0,86000,83,16675542,158503
0,665,11.610076457999998,0,80708,41,16624083,157349
