frame,seconds,phase,engine_frame_ms,COO.ZoneRenderer.LateUpdate,COO.Input.Update,Main Thread,GC Allocated In Frame,Draw Calls Count,Triangles Count,SetPass Calls Count,Render Textures Count,Render Textures Bytes,Texture Memory,GPU Frame Time
95,0.311498,idle,3.204252,869750,12334,3213583,29357,216,583705,60,45,197105184,284262122,1401833
96,0.314553,idle,3.057795,874500,13041,3071250,29293,216,583705,60,45,197105184,284262122,1390875
97,0.318544,idle,4.039080,856291,16875,4095291,39797,216,583705,60,45,197105184,284262122,1438249
98,0.322146,idle,3.593707,868334,10334,3599166,37593,216,583705,60,45,197105184,284262122,1405333
99,0.325409,idle,3.093963,859208,9250,3028792,29293,216,583705,60,45,197105184,284262122,1397708
100,0.328589,idle,3.304790,926292,10209,3297083,29421,216,583705,60,45,197105184,284262122,941875
101,0.331545,idle,2.957540,879917,11583,3005000,29357,216,583705,60,45,197105184,284262122,1452125
102,0.334549,idle,2.906207,883084,16000,2830667,29293,216,583705,60,45,197105184,284262122,2005083
103,0.337890,idle,3.478919,955583,16750,3389166,29421,216,583705,60,45,197105184,284262122,1382249
104,0.340905,idle,2.928706,849583,10625,3078708,29357,216,583705,60,45,197105184,284262122,1559791
105,0.344096,idle,3.260920,905208,17250,3177292,29293,216,583705,60,45,197105184,284262122,1468750
106,0.347258,idle,3.101835,854500,10333,3049375,29421,216,583705,60,45,197105184,284262122,1411333
107,0.350535,idle,3.279287,862792,10458,3328250,29357,216,583705,60,45,197105184,284262122,1582708
108,0.353655,idle,3.168254,893791,11500,3194541,29293,216,583705,60,45,197105184,284262122,1399375
109,0.357169,idle,3.475163,857417,16542,3330250,29421,216,583705,60,45,197105184,284262122,1371249
110,0.360537,idle,3.466291,892375,11042,3466917,29357,216,583705,60,45,197105184,284262122,1367958
111,0.363489,idle,2.900546,850291,10709,3070000,29293,216,583705,60,45,197105184,284262122,1397333
112,0.366509,idle,2.904082,863958,16959,2881833,29421,216,583705,60,45,197105184,284262122,1461500
113,0.369824,idle,3.451708,863416,13292,3423375,29357,216,583705,60,45,197105184,284262122,1395416
114,0.372881,idle,3.002707,845083,10584,3034917,29293,216,583705,60,45,197105184,284262122,1396083
115,0.376209,idle,3.290710,867125,17417,3246167,29421,216,583705,60,45,197105184,284262122,1526166
116,0.379291,idle,3.133376,886083,12875,3127333,29357,216,583705,60,45,197105184,284262122,1383999
