mode,elapsed_seconds,phase_seconds,unity_frame,active_sprites,pooled_sprites,allocated_sprites,dropped_sprite_ticks,blocking,cast_count,accepted,gc_bytes_whole_frame,draw_calls_whole_frame,batches_whole_frame,triangles_whole_frame
Reduced,3.443792,0.939602,23181,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.446672,0.942482,23182,0,192,192,24544,False,2,True,32793,115,115,11700
Reduced,3.449617,0.945428,23183,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.452473,0.948283,23184,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.455173,0.950983,23185,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.458042,0.953853,23186,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.460723,0.956534,23187,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.463447,0.959257,23188,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.466091,0.961902,23189,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.468559,0.964370,23190,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.471145,0.966956,23191,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.473951,0.969761,23192,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.476807,0.972617,23193,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.479545,0.975355,23194,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.482132,0.977943,23195,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.484707,0.980518,23196,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.487473,0.983284,23197,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.491044,0.986855,23198,0,192,192,24544,False,2,True,40675,115,115,11700
Reduced,3.494055,0.989865,23199,0,192,192,24544,False,2,True,39131,115,115,11700
Reduced,3.496748,0.992559,23200,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.499373,0.995184,23201,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.501822,0.997633,23202,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.504456,1.000267,23203,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.507244,1.003054,23204,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.509935,1.005746,23205,0,192,192,24544,False,2,True,32319,115,115,11700
Reduced,3.512716,1.008527,23206,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.515466,1.011277,23207,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.518203,1.014014,23208,0,192,192,24544,False,2,True,32707,114,114,11698
Reduced,3.520992,1.016802,23209,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.524314,1.020125,23210,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.527277,1.023088,23211,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.530060,1.025871,23212,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.532997,1.028808,23213,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.535676,1.031487,23214,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.538310,1.034121,23215,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.541148,1.036958,23216,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.543746,1.039557,23217,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.546543,1.042354,23218,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.549339,1.045149,23219,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.552125,1.047936,23220,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.554987,1.050797,23221,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.557724,1.053534,23222,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.560272,1.056083,23223,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.562928,1.058738,23224,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.565453,1.061264,23225,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.568072,1.063883,23226,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.570711,1.066522,23227,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.573529,1.069340,23228,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.576151,1.071961,23229,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.578623,1.074434,23230,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.581398,1.077209,23231,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.584253,1.080063,23232,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.586888,1.082698,23233,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.589650,1.085461,23234,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.592358,1.088168,23235,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.594976,1.090787,23236,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.597666,1.093476,23237,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.600231,1.096041,23238,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.602720,1.098530,23239,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.605247,1.101057,23240,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.608501,1.104312,23241,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.611047,1.106858,23242,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.613630,1.109441,23243,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.616351,1.112161,23244,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.619113,1.114924,23245,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.621983,1.117793,23246,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.624855,1.120666,23247,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.627530,1.123341,23248,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.630544,1.126355,23249,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.633527,1.129337,23250,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.636114,1.131925,23251,0,192,192,24544,False,2,True,32707,114,114,11698
Reduced,3.638678,1.134488,23252,0,192,192,24544,False,2,True,32319,114,114,11698
Reduced,3.642119,1.137929,23253,0,192,192,24544,False,2,True,40727,114,114,11698
Reduced,3.645159,1.140969,23254,0,192,192,24544,False,2,True,39179,114,114,11698
Reduced,3.648464,1.144275,23255,0,192,192,24544,False,2,True,39131,113,113,11696
Reduced,3.651281,1.147091,23256,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.654171,1.149982,23257,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.657152,1.152962,23258,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.659852,1.155663,23259,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.662654,1.158464,23260,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.665567,1.161378,23261,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.668101,1.163911,23262,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.670698,1.166508,23263,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.673429,1.169239,23264,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.675997,1.171807,23265,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.678560,1.174371,23266,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.681440,1.177250,23267,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.684017,1.179828,23268,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.686582,1.182393,23269,0,192,192,24544,False,2,True,32319,113,113,11696
Reduced,3.689555,1.185366,23270,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.692333,1.188143,23271,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.694814,1.190625,23272,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.697503,1.193314,23273,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.700239,1.196049,23274,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.702821,1.198632,23275,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.705490,1.201301,23276,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.708073,1.203883,23277,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.710726,1.206537,23278,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.713439,1.209250,23279,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.716145,1.211956,23280,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.718867,1.214678,23281,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.721597,1.217408,23282,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.724328,1.220139,23283,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.726851,1.222661,23284,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.729363,1.225173,23285,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.732136,1.227946,23286,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.734901,1.230711,23287,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.737609,1.233420,23288,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.740252,1.236063,23289,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.742783,1.238593,23290,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.745208,1.241019,23291,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.747849,1.243660,23292,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.750542,1.246353,23293,0,192,192,24544,False,2,True,32319,112,112,11694
Reduced,3.753066,1.248877,23294,0,192,192,24544,False,2,True,32319,112,112,11694
Off,3.755665,0.000000,23295,0,192,192,24544,False,2,False,32707,112,112,11694
Off,3.774083,0.018418,23296,0,192,192,24544,False,2,False,167723,113,113,11696
Off,3.776879,0.021214,23297,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.779522,0.023857,23298,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.782354,0.026689,23299,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.785074,0.029410,23300,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.787875,0.032210,23301,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.790789,0.035124,23302,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.793979,0.038314,23303,0,192,192,24544,False,2,False,40675,113,113,11696
Off,3.797408,0.041743,23304,0,192,192,24544,False,2,False,39131,113,113,11696
Off,3.800410,0.044746,23305,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.803125,0.047460,23306,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.805901,0.050236,23307,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.808962,0.053298,23308,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.811628,0.055964,23309,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.814476,0.058811,23310,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.817094,0.061429,23311,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.819668,0.064003,23312,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.822558,0.066893,23313,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.825388,0.069724,23314,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.828037,0.072373,23315,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.830916,0.075251,23316,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.833569,0.077904,23317,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.836009,0.080344,23318,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.838645,0.082980,23319,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.841375,0.085710,23320,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.844072,0.088407,23321,0,192,192,24544,False,2,False,32371,113,113,11696
Off,3.846851,0.091186,23322,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.849673,0.094009,23323,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.852374,0.096709,23324,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.855168,0.099503,23325,0,192,192,24544,False,2,False,32319,113,113,11696
Off,3.858029,0.102365,23326,0,192,192,24544,False,3,True,32319,113,113,11696
Off,3.877584,0.121919,23327,0,192,192,24544,False,3,True,314844,113,113,11696
Off,3.880872,0.125208,23328,0,192,192,24544,False,3,True,32707,114,114,11702
Off,3.883745,0.128080,23329,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.886356,0.130691,23330,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.889283,0.133618,23331,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.891987,0.136323,23332,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.894421,0.138756,23333,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.896848,0.141183,23334,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.899882,0.144218,23335,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.902521,0.146857,23336,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.905167,0.149502,23337,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.907744,0.152079,23338,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.910413,0.154748,23339,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.913258,0.157593,23340,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.916975,0.161310,23341,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.919732,0.164067,23342,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.922706,0.167041,23343,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.925629,0.169964,23344,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.928185,0.172520,23345,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.930971,0.175306,23346,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.933922,0.178257,23347,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.936649,0.180985,23348,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.939368,0.183704,23349,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.942343,0.186679,23350,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.945686,0.190021,23351,0,192,192,24544,False,3,True,40675,115,115,11704
Off,3.948854,0.193189,23352,0,192,192,24544,False,3,True,39131,115,115,11704
Off,3.951547,0.195883,23353,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.954369,0.198704,23354,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.957297,0.201632,23355,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.959966,0.204301,23356,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.962751,0.207086,23357,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.965655,0.209990,23358,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.968207,0.212542,23359,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.970763,0.215099,23360,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.973646,0.217981,23361,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.976349,0.220684,23362,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.978990,0.223325,23363,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.981925,0.226260,23364,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.984584,0.228919,23365,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.987162,0.231497,23366,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.989957,0.234292,23367,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.992932,0.237267,23368,0,192,192,24544,False,3,True,32319,115,115,11704
Off,3.995734,0.240070,23369,0,192,192,24544,False,3,True,32707,115,115,11704
Off,3.998535,0.242871,23370,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.001100,0.245435,23371,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.003562,0.247897,23372,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.006583,0.250918,23373,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.009332,0.253667,23374,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.011834,0.256169,23375,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.014547,0.258882,23376,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.017310,0.261645,23377,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.019936,0.264271,23378,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.022723,0.267058,23379,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.025440,0.269775,23380,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.028013,0.272349,23381,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.030663,0.274998,23382,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.033511,0.277846,23383,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.036827,0.281162,23384,0,192,192,24544,False,3,True,62935,115,115,11704
Off,4.039758,0.284093,23385,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.042327,0.286662,23386,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.044870,0.289206,23387,0,192,192,24544,False,3,True,32371,115,115,11704
Off,4.047647,0.291982,23388,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.050375,0.294710,23389,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.052936,0.297272,23390,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.055587,0.299922,23391,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.058401,0.302736,23392,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.061017,0.305352,23393,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.063633,0.307969,23394,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.066366,0.310701,23395,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.068863,0.313198,23396,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.071439,0.315774,23397,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.074223,0.318558,23398,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.076939,0.321275,23399,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.079547,0.323882,23400,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.082227,0.326562,23401,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.084823,0.329158,23402,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.087576,0.331911,23403,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.090328,0.334664,23404,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.092884,0.337219,23405,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.096039,0.340374,23406,0,192,192,24544,False,3,True,40675,115,115,11704
Off,4.099557,0.343893,23407,0,192,192,24544,False,3,True,39131,115,115,11704
Off,4.102464,0.346799,23408,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.105129,0.349464,23409,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.107745,0.352080,23410,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.110499,0.354835,23411,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.113218,0.357553,23412,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.115840,0.360175,23413,0,192,192,24544,False,3,True,32707,115,115,11704
Off,4.118517,0.362852,23414,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.121175,0.365510,23415,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.123957,0.368292,23416,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.126441,0.370776,23417,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.129168,0.373503,23418,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.132189,0.376524,23419,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.134862,0.379198,23420,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.137565,0.381900,23421,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.140275,0.384611,23422,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.142986,0.387321,23423,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.145528,0.389863,23424,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.148330,0.392665,23425,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.150931,0.395266,23426,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.153324,0.397659,23427,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.155842,0.400177,23428,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.158459,0.402794,23429,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.160940,0.405276,23430,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.163665,0.408000,23431,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.166865,0.411200,23432,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.169416,0.413751,23433,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.172090,0.416425,23434,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.175223,0.419558,23435,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.177952,0.422287,23436,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.180564,0.424899,23437,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.183407,0.427742,23438,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.186061,0.430396,23439,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.188748,0.433083,23440,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.191333,0.435668,23441,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.193898,0.438234,23442,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.196710,0.441045,23443,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.199675,0.444010,23444,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.202738,0.447073,23445,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.205311,0.449646,23446,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.207962,0.452297,23447,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.210444,0.454779,23448,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.213047,0.457382,23449,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.215829,0.460165,23450,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.218495,0.462831,23451,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.221161,0.465497,23452,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.223731,0.468066,23453,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.226261,0.470596,23454,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.228746,0.473081,23455,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.231339,0.475674,23456,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.233742,0.478077,23457,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.236228,0.480563,23458,0,192,192,24544,False,3,True,32707,114,114,11702
Off,4.239105,0.483440,23459,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.242030,0.486365,23460,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.244830,0.489165,23461,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.248149,0.492484,23462,0,192,192,24544,False,3,True,40727,114,114,11702
Off,4.251125,0.495461,23463,0,192,192,24544,False,3,True,39131,114,114,11702
Off,4.253627,0.497962,23464,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.256347,0.500682,23465,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.258993,0.503328,23466,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.261543,0.505878,23467,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.264250,0.508585,23468,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.266949,0.511284,23469,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.269541,0.513876,23470,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.272276,0.516611,23471,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.275062,0.519397,23472,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.277621,0.521956,23473,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.280220,0.524555,23474,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.282859,0.527194,23475,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.285348,0.529683,23476,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.288063,0.532398,23477,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.290730,0.535065,23478,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.293297,0.537633,23479,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.295969,0.540304,23480,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.298728,0.543064,23481,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.301252,0.545587,23482,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.303782,0.548118,23483,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.306768,0.551103,23484,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.309570,0.553905,23485,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.312160,0.556495,23486,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.314767,0.559102,23487,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.317234,0.561569,23488,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.319638,0.563973,23489,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.322448,0.566783,23490,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.325316,0.569651,23491,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.327934,0.572269,23492,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.330758,0.575094,23493,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.333474,0.577809,23494,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.336113,0.580448,23495,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.338843,0.583178,23496,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.341843,0.586179,23497,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.344442,0.588777,23498,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.347040,0.591376,23499,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.349655,0.593990,23500,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.352219,0.596554,23501,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.354859,0.599194,23502,0,192,192,24544,False,3,True,32319,114,114,11702
Off,4.357652,0.601987,23503,0,192,192,24544,False,3,True,32707,114,114,11702
Off,4.360165,0.604500,23504,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.362771,0.607106,23505,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.365520,0.609855,23506,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.368092,0.612427,23507,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.370655,0.614991,23508,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.373227,0.617562,23509,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.375837,0.620173,23510,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.378337,0.622673,23511,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.380981,0.625316,23512,0,192,192,24544,False,3,True,32319,115,115,11704
Off,4.383694,0.628030,23513,0,192,192,24544,False,3,True,32319,115,115,11704
